base_unit_cost,competitor_price_ratio,historical_demand_index,promotional_lift_pct,inventory_coverage_days,macro_seasonality_factor,optimal_target_price
54.384,0.992,608.724,0.058,13,1.296,27.37
34.548,0.955,638.447,0.0,10,1.076,43.25
53.73,1.081,421.905,0.134,28,0.956,40.26
48.907,1.104,260.357,0.107,4,0.999,7.11
36.917,0.913,723.521,0.025,30,0.995,87.84
29.872,1.241,808.177,0.136,50,0.896,87.93
15.561,0.903,731.421,0.202,59,1.326,51.95
50.245,0.807,449.632,0.103,12,1.059,32.94
21.528,1.107,326.805,0.141,52,1.019,48.82
46.43,0.927,340.148,0.142,41,1.078,47.94
41.048,1.098,247.44,0.024,39,1.596,-3.84
55.187,0.689,483.893,0.285,41,0.774,64.98
40.469,1.259,740.852,0.082,23,0.831,71.32
40.058,1.151,478.751,0.172,30,0.724,56.7
55.978,0.825,545.348,0.182,40,0.953,64.81
50.026,0.828,706.34,0.109,58,1.049,104.76
49.742,1.301,439.386,0.169,35,0.907,40.39
52.039,0.939,805.33,0.14,13,0.892,65.94
21.966,0.925,798.814,0.007,47,1.028,102.55
56.352,0.71,480.333,0.093,46,0.9,97.48
54.187,0.997,413.37,0.071,3,1.062,13.27
29.75,1.016,604.586,0.083,55,1.223,65.1
41.339,1.157,447.871,0.016,49,1.135,65.0
44.41,0.84,326.517,0.21,35,1.176,24.43
42.983,0.822,692.186,0.248,5,1.217,4.41
50.008,1.118,682.467,0.198,28,1.057,43.99
66.471,1.201,523.327,0.222,17,0.968,25.73
61.227,0.814,310.57,0.092,43,0.846,94.37
25.317,1.212,315.571,0.069,16,0.922,22.61
54.331,1.056,516.084,0.058,25,0.895,71.04
64.934,1.214,425.019,0.172,56,1.146,52.64
50.802,1.039,448.836,0.138,58,1.069,72.83
61.365,0.672,653.294,0.114,10,1.139,50.98
75.184,1.027,609.977,0.224,56,0.768,98.03
60.356,1.209,706.721,0.152,38,1.286,37.29
48.74,0.916,351.407,0.053,22,0.915,54.56
60.676,0.992,448.521,0.066,54,0.78,107.17
47.173,1.024,613.847,0.175,8,0.912,33.48
45.359,0.615,567.212,0.203,35,1.497,22.82
39.729,1.301,729.857,0.164,30,0.922,52.41
68.451,0.915,563.081,0.272,52,0.935,69.73
32.724,1.126,777.216,0.251,40,0.962,56.88
67.986,1.037,581.003,0.155,32,0.97,59.5
52.498,1.239,659.325,0.053,48,0.844,94.19
24.01,1.111,451.473,0.015,45,1.029,66.8
50.515,1.015,502.143,0.089,19,1.215,26.55
13.5,0.916,636.642,0.18,11,1.063,23.41
54.383,1.17,741.947,0.266,30,0.778,56.43
58.278,0.769,609.386,0.153,56,0.931,98.2
36.115,1.147,487.524,0.213,9,0.89,11.98
46.853,0.885,706.6,0.1,48,1.011,86.86
74.312,1.238,171.203,0.17,30,1.266,-10.67
37.414,1.074,286.665,0.186,19,0.97,2.56
29.116,1.147,602.245,0.0,42,0.982,88.21
67.225,1.062,502.116,0.087,50,1.356,46.81
74.439,0.787,590.827,0.196,46,1.175,69.0
45.055,0.921,509.661,0.142,46,1.115,62.42
60.172,1.151,585.642,0.024,7,1.392,5.84
65.122,1.075,377.84,0.0,7,1.098,24.19
33.863,1.227,585.573,0.091,16,0.603,69.49
37.72,1.11,649.162,0.114,8,1.167,15.31
63.463,0.905,683.083,0.049,9,0.682,91.11
70.275,0.931,802.033,0.131,57,1.09,100.72
53.443,1.065,536.615,0.161,55,0.657,108.94
31.803,0.703,541.087,0.174,19,0.907,50.09
74.806,1.301,271.524,0.0,11,0.927,32.48
37.035,1.116,420.288,0.015,33,0.846,70.28
39.973,1.234,471.038,0.096,24,0.93,40.4
50.135,0.813,657.548,0.166,47,1.207,61.17
68.312,1.237,408.35,0.159,11,0.857,25.15
57.81,1.385,619.451,0.158,18,1.109,17.35
51.223,0.852,499.757,0.089,38,0.807,91.12
51.949,1.166,473.425,0.094,36,0.962,64.44
45.653,1.05,537.334,0.062,47,1.065,74.1
53.372,0.818,441.327,0.181,15,0.801,50.15
10.0,1.124,435.644,0.046,21,0.738,58.41
40.551,1.175,244.282,0.188,14,1.098,-16.54
48.62,0.96,462.807,0.137,38,1.225,35.43
27.735,1.225,428.005,0.116,12,0.984,12.71
50.795,0.8,422.603,0.067,18,0.909,58.66
41.933,0.826,562.531,0.012,30,1.031,73.13
71.332,1.07,598.795,0.068,58,1.011,96.55
68.595,1.054,534.829,0.094,21,1.049,48.79
38.013,0.943,649.312,0.0,42,0.5,145.14
42.737,1.171,586.334,0.104,8,0.786,49.19
43.891,1.13,455.742,0.194,6,0.831,17.89
38.225,1.179,430.572,0.165,32,1.03,30.98
47.925,1.032,546.923,0.08,41,1.037,71.81
33.626,1.14,586.065,0.124,33,1.127,42.13
28.041,0.983,709.677,0.076,48,1.052,82.68
54.341,1.358,678.676,0.132,29,0.74,68.83
54.443,0.928,418.779,0.243,47,1.289,20.83
32.935,1.366,484.699,0.197,23,1.254,-12.95
58.43,1.055,600.653,0.162,39,0.748,85.07
35.526,0.844,660.2,0.081,11,1.067,38.29
48.797,1.255,640.845,0.18,37,0.881,66.8
57.305,1.069,490.418,0.0,44,1.028,82.6
44.496,1.178,311.897,0.1,49,1.211,35.25
51.821,1.234,350.16,0.167,54,1.426,16.31
37.254,1.101,540.895,0.179,23,1.15,7.57
42.053,0.961,551.334,0.174,19,1.059,26.33
41.912,1.196,335.198,0.144,57,0.932,61.26
33.801,1.05,506.685,0.104,26,1.036,39.6
42.348,1.153,594.684,0.163,33,1.272,21.32
21.771,0.727,327.316,0.044,8,0.991,35.75
37.633,1.117,665.75,0.052,59,0.823,119.54
40.727,0.954,443.37,0.125,37,0.676,87.41
41.157,1.298,688.642,0.134,52,1.103,65.18
41.378,1.143,419.982,0.0,39,1.049,58.54
44.074,1.086,346.006,0.156,15,0.871,16.59
52.192,1.123,431.279,0.182,27,1.205,4.2
58.118,0.9,485.728,0.114,34,0.916,71.46
35.254,1.293,441.728,0.31,3,0.973,-28.24
26.952,1.349,467.6,0.065,51,0.997,61.97
29.369,1.109,550.095,0.091,60,0.93,90.17
37.692,1.289,474.323,0.088,37,1.047,50.98
39.721,0.965,490.083,0.114,60,1.23,61.11
33.45,0.93,243.616,0.094,21,0.772,49.28
25.558,1.056,558.755,0.007,55,1.098,85.98
38.158,1.115,486.62,0.076,54,1.034,74.53
47.721,0.991,741.544,0.112,56,1.031,102.15
53.925,1.131,359.065,0.218,14,1.174,-8.67
36.639,1.096,228.756,0.296,42,1.01,6.82
38.805,0.9,592.71,0.227,42,1.096,49.85
31.1,1.128,551.979,0.058,49,1.143,65.76
44.528,1.18,348.735,0.064,45,0.899,67.53
32.274,1.076,270.538,0.107,22,1.06,14.97
53.597,1.223,730.61,0.263,35,0.95,45.23
18.212,0.867,712.117,0.107,31,0.973,69.57
39.606,1.12,126.881,0.014,18,0.936,23.82
49.517,0.874,431.267,0.08,16,1.094,36.63
47.758,0.883,749.629,0.181,9,1.016,38.67
85.396,0.955,428.591,0.175,8,1.079,11.23
50.247,0.909,426.408,0.104,23,0.996,42.45
29.939,0.968,457.586,0.175,38,0.679,63.13
43.568,1.018,331.865,0.0,24,1.006,47.46
18.356,1.176,244.284,0.128,42,1.013,28.55
43.791,1.002,657.882,0.189,56,1.049,75.36
32.504,0.812,223.559,0.053,21,0.881,52.74
58.731,1.221,537.091,0.053,27,0.761,79.61
36.757,0.924,632.987,0.0,5,1.125,42.95
43.249,1.041,282.316,0.247,38,0.945,19.42
35.467,1.117,361.36,0.062,47,1.034,57.55
71.083,1.08,681.977,0.139,55,0.944,96.71
40.181,1.214,579.934,0.168,36,0.999,42.82
72.488,1.122,407.407,0.241,13,0.91,11.62
57.212,0.921,680.337,0.108,50,0.806,106.93
52.231,1.377,680.98,0.077,44,1.095,60.66
50.531,1.079,540.358,0.134,49,0.879,85.45
50.907,1.028,364.976,0.223,29,1.033,18.94
16.085,1.195,437.983,0.106,44,1.082,39.44
40.817,1.087,542.958,0.044,4,0.883,42.62
57.677,1.11,471.711,0.0,8,0.759,68.15
44.267,1.424,640.844,0.022,48,1.485,35.89
23.922,1.009,270.534,0.189,4,0.894,-2.26
44.214,1.002,275.86,0.094,44,1.125,39.22
70.562,1.067,527.131,0.071,19,1.388,14.0
63.703,1.211,426.268,0.063,42,1.158,51.14
44.07,0.824,405.943,0.127,60,0.94,95.73
59.272,0.755,234.791,0.101,50,0.987,76.48
39.502,0.962,502.932,0.098,16,0.833,55.82
19.442,0.805,492.087,0.228,12,1.176,-3.15
31.133,0.986,598.022,0.243,47,1.113,48.39
68.443,1.125,510.336,0.0,35,0.897,90.21
40.89,0.916,480.109,0.146,44,0.792,74.23
41.349,0.836,676.55,0.058,56,0.736,130.25
40.502,1.06,303.13,0.1,14,1.197,0.02
73.562,1.179,580.458,0.145,34,1.024,48.68
69.389,0.796,249.328,0.103,51,1.043,66.05
78.282,1.173,374.246,0.138,26,0.835,47.85
42.614,1.173,318.101,0.174,16,0.707,30.25
49.434,1.193,617.291,0.144,7,1.193,3.43
22.25,1.233,490.188,0.068,53,1.008,67.65
67.154,1.38,497.975,0.07,7,1.181,8.77
27.483,0.997,333.99,0.005,49,0.923,80.62
48.252,1.066,455.046,0.052,34,0.953,64.12
28.54,0.988,385.48,0.277,47,1.143,13.62
36.167,1.05,557.518,0.057,51,1.146,75.15
32.441,1.28,351.336,0.025,35,1.16,29.07
35.882,0.848,699.469,0.146,48,0.941,87.25
36.913,0.921,248.663,0.111,6,1.123,-3.99
36.776,1.257,379.022,0.104,59,1.222,41.6
57.5,1.203,751.58,0.233,32,0.979,48.06
28.427,0.996,434.729,0.164,43,0.897,59.44
48.308,1.178,302.768,0.078,19,1.269,-2.33
63.269,1.101,532.861,0.086,5,0.869,50.72
37.302,1.275,428.691,0.08,15,1.126,9.49
34.231,1.061,374.619,0.19,46,0.988,45.79
41.542,1.204,335.619,0.095,50,0.632,83.19
62.696,1.446,915.256,0.0,38,1.226,73.47
47.912,1.14,462.267,0.116,20,0.5,74.22
37.032,1.057,211.165,0.0,25,0.603,71.81
52.258,1.158,724.056,0.295,37,1.105,33.58
28.466,0.995,591.661,0.043,51,1.105,84.09
55.22,1.408,385.03,0.107,35,0.872,48.85
51.129,1.077,360.032,0.141,53,1.03,57.78
40.383,1.009,601.021,0.097,56,0.5,134.08
32.421,0.925,462.962,0.097,38,1.141,51.35
31.7,1.215,211.103,0.154,19,1.05,0.93
53.022,1.18,768.086,0.242,41,0.991,59.12
63.435,0.975,434.901,0.181,36,1.004,51.07
35.44,1.136,724.336,0.238,14,1.099,13.47
51.876,0.824,691.765,0.036,7,0.994,64.55
13.695,1.078,349.849,0.145,50,0.625,77.2
36.231,1.118,654.978,0.132,42,1.439,24.65
44.534,1.306,402.284,0.148,57,1.24,36.19
31.355,0.934,219.995,0.23,29,0.743,37.09
30.952,0.858,436.31,0.102,42,0.931,68.05
34.983,0.916,559.646,0.088,15,0.953,41.07
49.383,0.85,430.59,0.163,28,1.216,21.37
42.19,1.25,453.943,0.0,16,0.568,83.36
11.427,1.282,671.535,0.101,34,0.9,54.63
13.189,1.098,515.974,0.109,13,0.648,50.08
35.897,1.233,373.505,0.046,40,0.943,58.71
51.865,1.07,605.305,0.205,18,0.905,37.82
10.0,1.036,529.651,0.035,57,1.016,87.84
37.504,1.0,121.759,0.109,59,0.879,62.05
37.106,1.003,564.253,0.143,24,0.85,55.12
65.825,0.818,558.774,0.228,59,1.124,75.81
39.225,1.09,503.018,0.119,49,1.091,54.96
50.745,1.044,633.755,0.195,18,1.11,29.05
47.119,1.162,399.141,0.176,15,0.965,9.85
13.042,1.064,550.475,0.13,14,0.886,36.82
56.523,1.026,264.956,0.033,20,0.976,38.6
48.231,0.919,561.064,0.005,31,1.1,66.19
52.624,1.061,792.959,0.129,20,0.565,97.43
103.894,1.161,350.772,0.077,48,1.079,70.46
13.738,0.878,386.03,0.194,4,1.062,-9.16
70.87,1.063,393.498,0.18,56,1.012,69.34
40.688,1.085,519.5,0.105,4,0.97,27.8
49.31,0.942,340.545,0.027,5,0.5,70.66
44.317,0.962,563.187,0.161,31,0.912,54.65
38.636,1.085,627.026,0.039,58,1.358,62.92
36.453,0.88,580.152,0.059,10,1.003,42.88
49.943,1.102,234.738,0.042,13,0.939,30.59
22.242,0.916,649.275,0.109,14,1.003,44.33
56.259,1.209,640.605,0.214,34,1.071,36.05
38.757,1.401,624.524,0.12,6,1.132,2.19
28.049,0.921,555.926,0.085,11,0.954,46.62
38.25,1.13,533.028,0.0,26,1.085,60.09
63.857,0.941,654.858,0.164,51,1.335,56.23
36.97,1.206,788.527,0.058,58,1.201,76.32
50.377,0.86,357.044,0.129,18,1.468,-10.6
34.036,1.122,661.719,0.092,19,0.869,62.21
56.369,0.919,487.067,0.187,49,1.335,36.32
55.283,1.019,480.549,0.107,54,0.842,97.74
72.729,0.895,269.52,0.115,60,1.071,74.58
42.367,1.173,457.282,0.159,24,1.146,8.41
55.03,0.924,350.41,0.289,9,0.898,-0.93
46.471,1.133,430.422,0.191,12,1.018,5.0
64.438,0.998,335.272,0.113,31,1.182,32.47
34.218,1.033,432.664,0.12,38,0.858,60.87
56.175,1.072,439.083,0.078,26,1.334,19.04
42.08,0.936,514.513,0.044,58,0.723,124.77
44.037,1.082,257.788,0.076,48,1.388,26.41
46.376,1.28,283.172,0.058,16,1.2,-1.21
48.784,0.933,554.287,0.172,16,0.982,29.08
43.257,1.226,380.384,0.034,27,0.919,52.42
48.221,1.275,661.179,0.227,48,0.899,72.0
68.672,0.928,533.79,0.18,24,0.973,50.23
59.782,0.832,591.014,0.122,54,0.99,93.36
58.037,1.095,711.604,0.12,52,1.251,64.25
38.167,0.968,453.543,0.075,49,1.394,36.1
31.661,1.33,413.827,0.142,25,1.04,21.08
59.33,1.055,630.755,0.207,34,0.831,66.41
58.141,0.93,576.427,0.064,28,0.891,77.21
67.09,0.878,471.9,0.0,53,0.963,108.22
35.94,1.213,708.719,0.176,29,0.794,62.63
41.557,0.964,468.163,0.146,47,0.764,91.1
20.408,1.057,504.916,0.03,14,1.419,-3.5
39.113,1.193,503.183,0.061,21,1.061,39.32
59.949,0.977,359.811,0.051,21,0.833,61.7
38.003,1.043,511.638,0.062,54,1.163,74.15
54.607,1.048,709.514,0.094,36,0.764,105.3
42.142,1.152,566.745,0.099,34,0.781,77.16
49.861,1.139,504.66,0.068,31,0.839,69.98
27.785,1.017,475.735,0.059,23,1.331,15.26
46.278,1.06,549.63,0.102,37,0.949,67.5
10.0,0.994,612.465,0.133,44,0.512,103.2
42.197,0.828,591.386,0.095,7,1.242,24.44
20.543,1.089,450.22,0.213,14,0.939,9.45
63.09,1.334,548.717,0.161,9,0.63,44.45
56.661,0.917,571.991,0.0,43,0.937,95.69
52.0,0.934,348.921,0.162,4,1.104,-10.95
67.815,0.919,525.235,0.168,27,1.081,45.41
30.766,1.159,175.804,0.085,12,1.36,-34.29
71.21,1.117,572.38,0.0,40,0.829,103.56
58.983,1.026,599.051,0.121,46,1.009,79.59
41.452,0.912,612.132,0.119,8,0.86,47.57
62.034,1.064,440.743,0.03,29,0.692,91.96
28.406,0.815,546.357,0.004,37,1.177,68.43
32.632,1.072,713.593,0.113,12,1.093,32.03
35.871,1.181,712.065,0.101,11,1.057,27.29
37.065,0.862,495.624,0.087,22,1.085,39.25
29.152,0.82,520.898,0.113,39,0.863,81.46
63.346,1.287,666.637,0.032,37,0.799,94.94
41.117,0.958,274.88,0.085,39,1.008,53.85
50.288,1.22,451.539,0.163,42,1.232,32.74
36.445,1.027,700.336,0.092,10,1.322,16.5
17.691,1.026,646.28,0.0,48,1.159,84.45
49.051,1.116,555.39,0.082,58,1.006,91.41
16.316,0.917,274.125,0.034,56,1.054,66.65
43.97,1.07,492.513,0.141,33,1.002,47.28
24.475,0.993,411.513,0.146,51,0.795,84.51
74.809,0.852,549.656,0.0,45,1.005,102.8
58.67,1.101,378.598,0.181,60,0.733,86.11
46.586,1.011,346.141,0.031,18,0.975,38.19
63.956,1.026,190.27,0.245,30,1.327,-20.61
32.305,0.868,683.271,0.116,8,1.165,22.98
53.152,1.289,440.034,0.02,34,0.815,80.47
47.997,1.182,523.572,0.029,30,0.986,62.79
48.96,1.195,499.664,0.148,13,0.833,38.22
64.085,1.004,339.885,0.089,44,0.987,64.6
55.987,0.791,311.14,0.112,25,1.208,20.01
49.331,1.343,349.203,0.249,32,1.131,-9.42
20.177,1.041,391.525,0.064,11,1.497,-27.35
30.599,0.938,554.991,0.125,30,1.238,31.81
43.159,1.113,380.642,0.234,26,1.041,10.97
46.401,1.225,761.974,0.142,30,1.135,47.43
28.047,1.047,654.073,0.0,26,0.96,69.54
81.175,1.242,621.254,0.16,17,0.774,58.48
67.746,1.212,482.051,0.027,41,1.261,46.84
54.032,0.889,727.142,0.233,52,1.202,63.69
46.081,0.949,467.299,0.054,35,0.952,73.16
41.817,1.194,495.311,0.358,49,1.055,14.58
30.721,0.643,525.496,0.237,36,1.248,31.14
46.162,1.028,605.273,0.056,24,1.169,53.89
48.866,0.835,595.536,0.122,31,0.707,96.12
26.374,0.979,428.731,0.18,36,1.049,32.96
50.013,1.005,420.051,0.183,44,0.966,53.21
42.671,0.996,595.985,0.155,54,1.223,57.69
16.383,0.967,607.285,0.22,49,1.206,35.99
32.094,0.885,440.997,0.11,12,1.264,4.87
38.796,1.394,261.922,0.091,53,0.776,62.87
73.315,1.33,468.903,0.092,56,0.843,84.48
53.348,0.876,593.529,0.189,47,1.223,52.97
24.968,1.287,770.813,0.149,32,0.882,62.44
52.291,0.99,320.306,0.143,58,0.696,93.63
21.79,1.069,436.014,0.184,13,1.107,-7.67
61.24,1.041,441.589,0.0,56,0.891,109.47
37.933,0.951,703.371,0.145,36,1.358,32.17
43.595,1.198,494.759,0.137,23,1.059,24.9
64.887,1.069,363.901,0.254,15,1.032,6.39
25.693,0.979,583.804,0.0,56,0.926,111.47
24.043,0.854,439.304,0.245,27,1.318,-11.93
36.246,0.916,316.342,0.126,56,1.072,55.53
60.576,0.804,366.084,0.159,60,0.918,88.46
22.21,1.052,760.106,0.254,23,0.841,41.58
10.0,0.871,557.631,0.165,3,0.985,6.85
38.233,1.01,516.164,0.152,60,0.804,98.6
53.276,1.256,462.516,0.139,7,1.206,-8.01
63.004,1.23,543.822,0.081,55,0.638,119.27
38.053,1.045,542.035,0.118,24,0.972,46.95
38.829,1.037,543.825,0.063,9,1.122,24.53
62.309,1.332,517.227,0.116,15,1.068,17.67
16.954,1.128,630.32,0.0,47,0.857,102.21
39.172,1.001,503.466,0.154,54,1.132,64.27
47.856,0.836,353.309,0.11,25,0.823,57.32
51.738,1.109,408.137,0.093,23,0.996,34.14
37.353,1.174,203.147,0.138,8,1.13,-25.11
45.517,0.955,804.023,0.005,22,1.093,73.58
10.0,1.094,629.413,0.274,14,0.865,16.53
35.126,0.995,375.489,0.112,42,1.239,24.31
51.803,1.022,457.723,0.108,11,1.017,28.32
30.266,0.677,404.469,0.043,52,1.149,79.09
45.885,1.017,731.382,0.122,30,1.306,32.57
51.703,1.195,287.018,0.231,13,1.224,-33.73
39.862,0.955,517.171,0.203,54,1.224,45.65
47.557,1.058,483.721,0.188,34,1.039,36.77
30.559,0.937,624.026,0.164,13,1.159,18.93
41.901,1.104,484.399,0.091,26,1.043,40.04
54.153,1.018,236.269,0.004,58,0.758,110.42
47.355,0.909,462.332,0.104,17,1.061,32.92
36.202,1.25,354.176,0.101,43,1.051,37.01
48.363,1.189,511.937,0.204,37,1.117,24.17
55.719,0.959,715.127,0.145,19,0.974,59.3
14.251,1.125,239.086,0.249,27,0.848,7.06
62.386,1.131,379.967,0.216,51,1.131,38.97
39.956,1.146,417.096,0.083,37,0.737,77.59
51.382,0.796,442.755,0.0,21,1.292,31.67
62.959,1.201,611.019,0.231,43,0.954,52.11
24.425,0.965,473.968,0.229,33,1.049,21.85
34.358,0.996,562.37,0.011,19,1.112,44.83
40.672,1.446,406.134,0.241,57,1.118,22.77
33.244,1.095,534.489,0.151,52,0.718,95.78
71.024,0.992,616.67,0.133,25,1.165,47.42
32.148,0.719,390.155,0.249,49,1.061,44.01
36.667,1.258,617.204,0.228,3,0.873,8.58
48.066,0.848,507.856,0.172,60,0.85,95.2
26.968,0.899,656.819,0.158,12,0.933,41.19
39.065,1.0,469.787,0.169,10,0.74,40.26
49.762,1.262,557.187,0.088,44,1.344,37.87
40.007,1.166,493.909,0.116,28,1.297,15.75
43.599,1.026,485.568,0.048,36,1.09,50.44
37.06,1.096,538.84,0.093,21,0.955,45.2
22.283,0.96,580.521,0.091,16,0.961,49.42
49.824,1.071,312.565,0.069,10,1.152,4.7
71.324,1.061,715.045,0.131,53,1.352,67.12
45.276,1.195,221.051,0.094,3,0.886,4.42
48.379,1.195,397.278,0.16,50,0.776,73.32
55.391,1.124,485.86,0.0,27,1.31,30.98
25.96,0.996,561.853,0.111,26,0.643,76.32
70.538,1.161,736.426,0.131,49,0.798,109.53
48.035,1.036,221.256,0.095,22,0.951,31.41
69.478,0.888,423.846,0.106,58,0.688,118.99
34.005,0.99,180.975,0.0,32,1.222,21.45
72.271,1.063,504.743,0.149,7,1.171,8.54
56.627,1.187,540.753,0.172,5,0.885,26.66
53.296,1.022,738.619,0.159,34,1.256,50.3
48.51,0.869,518.095,0.203,19,1.29,3.8
41.272,1.059,656.604,0.136,44,0.977,68.62
63.008,1.067,587.576,0.158,7,0.91,37.56
47.105,1.078,434.713,0.132,13,1.452,-21.22
15.494,1.188,288.656,0.175,40,1.144,11.65
28.242,1.203,541.25,0.0,6,1.051,29.62
42.212,0.961,276.185,0.049,41,1.273,30.63
49.65,0.958,694.281,0.247,21,1.06,31.27
44.151,0.894,475.691,0.0,41,0.899,99.15
63.285,1.155,679.277,0.109,48,1.016,82.92
15.733,1.267,427.968,0.214,51,1.208,12.32
47.154,1.003,540.328,0.113,25,0.602,80.52
17.73,1.014,531.402,0.088,19,0.942,40.5
56.396,1.27,493.243,0.13,15,1.277,-3.88
43.583,1.126,435.101,0.092,29,0.898,55.89
51.294,1.115,558.868,0.122,3,1.309,-11.88
32.042,0.871,361.076,0.065,4,1.283,0.49
64.192,1.152,318.585,0.209,20,0.987,5.93
60.626,0.911,686.424,0.234,38,0.886,81.11
53.753,0.88,609.075,0.109,47,0.943,98.46
43.057,0.998,509.884,0.009,35,1.533,26.28
53.698,0.962,749.771,0.078,38,1.375,48.86
34.397,1.017,459.835,0.105,4,1.025,14.14
57.833,0.834,698.405,0.16,6,0.878,51.17
69.742,1.194,526.336,0.039,18,1.023,44.11
61.059,1.219,346.287,0.058,6,1.049,13.44
34.056,0.758,777.206,0.161,59,0.751,124.86
50.421,1.197,648.607,0.195,11,1.016,16.84
25.603,0.928,481.847,0.07,51,1.264,54.32
53.586,1.179,609.076,0.013,23,0.64,94.57
51.759,1.04,439.444,0.383,25,1.165,-11.27
16.953,1.054,624.372,0.183,54,1.275,40.2
27.573,1.022,141.338,0.099,55,0.888,62.13
40.753,1.232,347.03,0.19,4,1.339,-43.76
40.487,0.864,646.889,0.11,5,0.862,52.78
26.858,1.141,462.552,0.189,25,1.088,13.42
50.835,1.215,531.131,0.133,28,0.939,49.88
48.772,1.157,297.982,0.127,49,0.939,57.1
42.086,1.399,777.18,0.111,9,0.877,43.91
33.663,0.971,678.579,0.004,38,1.14,77.85
60.731,1.194,469.897,0.275,46,1.17,20.92
69.831,1.034,439.296,0.045,35,0.987,67.18
37.747,1.235,654.441,0.011,51,0.728,117.74
35.817,1.049,797.371,0.103,38,1.081,73.84
52.368,0.992,643.064,0.043,6,1.084,42.36
39.63,1.246,825.77,0.116,56,0.957,98.72
42.909,0.976,361.647,0.175,25,1.373,-9.59
56.095,0.838,377.092,0.2,27,0.687,62.63
16.36,0.972,321.659,0.185,43,0.557,73.8
64.775,1.143,566.264,0.096,28,0.854,71.05
46.09,1.259,526.341,0.124,30,1.142,27.7
38.828,1.067,477.207,0.153,30,0.789,59.06
43.661,1.248,621.389,0.0,23,0.804,82.66
44.436,0.846,684.849,0.166,12,1.19,22.17
19.032,0.984,271.151,0.003,29,1.093,38.92
67.424,1.007,410.454,0.283,53,1.075,41.85
45.62,1.033,623.022,0.088,53,1.156,82.95
51.645,1.063,429.839,0.105,17,0.915,39.02
59.273,1.154,380.269,0.058,56,0.924,88.52
29.683,0.983,652.781,0.07,19,1.162,39.45
52.102,1.071,306.575,0.302,41,0.731,37.28
40.985,1.043,454.763,0.195,37,0.571,77.62
57.702,0.911,549.297,0.0,7,0.913,65.7
13.092,1.033,413.927,0.24,18,1.186,-18.0
43.514,1.028,617.473,0.215,25,1.051,23.81
35.958,1.025,414.668,0.098,41,1.171,41.08
51.484,1.055,711.293,0.145,50,0.597,117.98
52.051,1.061,481.138,0.119,11,1.063,21.42
34.386,0.985,600.691,0.278,35,1.131,28.76
34.317,1.241,611.904,0.056,37,0.73,92.59
43.34,0.875,405.869,0.132,59,1.172,68.84
31.55,0.942,191.977,0.086,42,0.978,45.64
57.63,1.467,554.113,0.005,52,1.614,26.1
39.462,0.894,510.843,0.295,26,0.565,56.99
10.0,0.847,583.374,0.025,26,1.274,37.34
39.378,1.16,466.021,0.138,52,0.921,66.28
29.422,0.738,435.436,0.0,26,0.677,92.72
20.531,1.015,801.271,0.088,21,0.895,75.6
26.439,1.372,279.147,0.154,41,1.055,8.54
46.641,0.818,610.093,0.054,27,1.207,59.77
64.93,0.753,413.81,0.167,54,1.344,51.57
49.698,0.825,449.633,0.098,33,1.284,37.65
35.902,1.185,452.435,0.213,40,0.807,46.98
51.839,1.219,379.485,0.229,27,1.226,-13.6
38.114,0.973,585.684,0.073,29,1.078,53.76
34.581,1.152,708.597,0.126,34,0.869,75.16
27.685,1.259,570.502,0.135,13,0.958,22.65
18.723,1.318,515.507,0.17,7,0.858,6.66
39.151,1.013,352.034,0.121,46,1.007,58.87
47.371,0.705,577.524,0.135,35,0.854,91.49
43.551,0.927,823.452,0.101,21,0.794,88.41
38.76,0.986,442.896,0.129,45,1.096,52.38
30.814,1.011,443.602,0.224,49,1.126,29.75
54.124,1.022,415.837,0.172,59,0.962,72.34
25.243,1.218,426.588,0.176,18,1.274,-15.58
56.64,1.241,88.205,0.178,37,0.948,17.21
29.967,1.024,560.755,0.108,13,0.939,36.48
33.713,1.215,373.167,0.146,13,1.132,-7.69
22.998,1.104,258.461,0.033,12,0.974,16.97
37.479,1.06,612.978,0.222,36,1.017,42.0
59.63,1.186,337.697,0.0,54,0.5,129.59
52.734,1.061,449.2,0.113,7,1.003,13.78
59.676,1.359,719.966,0.211,25,0.635,68.85
52.832,0.834,288.618,0.011,57,0.756,116.15
28.445,0.973,270.11,0.152,27,0.733,43.85
40.038,1.031,540.396,0.066,31,0.791,78.67
33.297,1.116,672.423,0.09,42,0.89,83.02
64.959,1.24,263.849,0.196,15,0.903,5.61
27.048,1.046,561.153,0.136,49,1.133,55.45
58.405,0.837,587.15,0.0,34,1.044,88.02
58.394,1.176,191.126,0.042,36,0.62,71.12
72.444,1.163,619.775,0.198,14,1.017,29.42
38.855,0.759,631.491,0.156,26,1.064,51.05
55.685,1.049,453.232,0.26,42,0.934,51.15
79.225,0.811,687.852,0.255,23,0.988,47.67
35.735,0.95,670.468,0.093,31,1.038,62.0
21.974,0.915,515.468,0.32,53,1.153,27.49
16.8,1.171,432.283,0.122,59,0.685,94.57
55.691,1.068,354.076,0.043,25,0.951,44.25
16.753,0.857,494.365,0.069,35,1.302,31.94
39.415,1.182,585.464,0.0,10,1.283,20.99
51.56,0.835,451.373,0.249,44,1.17,30.88
